complaint_id,created_date,district,channel,customer_type,complaint_text,outage_minutes_recent,priority,category,target_team
CP00268,2025-06-15,Lat Phrao,Call Center,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,33,High,Safety,Emergency Safety
CP00269,2025-06-13,Bang Kho Laem,Call Center,Government,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,High,Meter,Meter Service
CP00270,2025-06-28,Phaya Thai,Line OA,Industrial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,20,Medium,Meter,Meter Service
CP00271,2025-06-02,Din Daeng,Field Office,Residential,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,34,Medium,Outage,Field Operation
CP00272,2025-06-25,Phaya Thai,Line OA,Residential,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,53,High,Outage,Field Operation
CP00273,2025-06-24,Khlong Toei,Call Center,Government,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,17,High,Safety,Emergency Safety
CP00274,2025-06-24,Bang Kapi,Field Office,Mixed,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,20,High,Safety,Emergency Safety
CP00275,2025-05-10,Khlong Toei,Mobile App,Industrial,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Meter,Meter Service
CP00276,2025-06-27,Lat Phrao,Mobile App,Commercial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,56,High,Outage,Field Operation
CP00277,2025-06-09,Bang Kapi,Mobile App,Government,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00278,2025-05-27,Bang Kho Laem,Website,Residential,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,30,Low,Meter,Meter Service
CP00279,2025-06-19,Din Daeng,Field Office,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,2,Medium,Meter,Meter Service
CP00280,2025-05-14,Khlong Toei,Line OA,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00281,2025-06-02,Din Daeng,Field Office,Government,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,49,High,Billing,Billing Service
CP00282,2025-06-10,Lat Phrao,Line OA,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,60,Low,Outage,Field Operation
CP00283,2025-04-02,Lat Phrao,Call Center,Mixed,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,Medium,Billing,Billing Service
CP00284,2025-05-28,Khlong Toei,Website,Government,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00285,2025-04-20,Thon Buri,Call Center,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,15,High,Safety,Emergency Safety
CP00286,2025-05-21,Bang Kho Laem,Line OA,Mixed,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,45,Medium,Voltage,Power Quality
CP00287,2025-06-04,Khlong Toei,Line OA,Commercial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,141,High,Outage,Field Operation
CP00288,2025-06-19,Bang Kapi,Mobile App,Residential,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00289,2025-04-04,Phaya Thai,Call Center,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,13,Medium,Voltage,Power Quality
CP00290,2025-04-27,Khlong Toei,Field Office,Mixed,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,4,Medium,Billing,Billing Service
CP00291,2025-06-07,Thon Buri,Call Center,Residential,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,3,Medium,Billing,Billing Service
CP00292,2025-06-15,Lat Phrao,Mobile App,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Outage,Field Operation
CP00293,2025-04-20,Lat Phrao,Website,Mixed,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,28,High,Outage,Field Operation
CP00294,2025-05-26,Din Daeng,Website,Residential,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,17,Low,Billing,Billing Service
CP00295,2025-05-14,Din Daeng,Call Center,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,7,High,Voltage,Power Quality
CP00296,2025-04-18,Bang Kapi,Line OA,Government,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,67,High,Safety,Emergency Safety
CP00297,2025-05-30,Din Daeng,Website,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Meter,Meter Service
CP00298,2025-05-09,Khlong Toei,Field Office,Mixed,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,43,Medium,Billing,Billing Service
CP00299,2025-06-03,Bang Kapi,Call Center,Residential,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Meter,Meter Service
CP00300,2025-06-14,Thon Buri,Mobile App,Mixed,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,High,Meter,Meter Service
CP00301,2025-05-27,Khlong Toei,Website,Industrial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,42,High,Outage,Field Operation
CP00302,2025-06-06,Phaya Thai,Line OA,Residential,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00303,2025-04-03,Khlong Toei,Website,Mixed,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,High,Safety,Emergency Safety
CP00304,2025-04-04,Bang Kho Laem,Line OA,Mixed,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,146,High,Outage,Field Operation
CP00305,2025-04-18,Bang Kho Laem,Field Office,Industrial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,Low,Voltage,Power Quality
CP00306,2025-06-09,Lat Phrao,Line OA,Government,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,43,High,Voltage,Power Quality
CP00307,2025-05-24,Bang Khen,Website,Government,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Billing,Billing Service
CP00308,2025-06-04,Bang Kapi,Call Center,Commercial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,17,Low,Billing,Billing Service
CP00309,2025-04-14,Thon Buri,Field Office,Commercial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,33,Medium,Billing,Billing Service
CP00310,2025-05-06,Khlong Toei,Mobile App,Residential,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,43,High,Safety,Emergency Safety
CP00311,2025-04-20,Lat Phrao,Mobile App,Government,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,Medium,Billing,Billing Service
CP00312,2025-05-13,Bang Khen,Call Center,Mixed,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,29,High,Safety,Emergency Safety
CP00313,2025-05-18,Bang Kapi,Line OA,Mixed,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,24,High,Meter,Meter Service
CP00314,2025-04-24,Bang Khen,Field Office,Government,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,11,Medium,Meter,Meter Service
CP00315,2025-05-09,Lat Phrao,Call Center,Commercial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00316,2025-04-09,Thon Buri,Line OA,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,2,Medium,Meter,Meter Service
CP00317,2025-05-17,Lat Phrao,Call Center,Government,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00318,2025-04-29,Din Daeng,Field Office,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Meter,Meter Service
CP00319,2025-06-24,Lat Phrao,Line OA,Industrial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,26,High,Safety,Emergency Safety
CP00320,2025-06-04,Bang Kho Laem,Line OA,Industrial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,30,Low,Meter,Meter Service
CP00321,2025-05-11,Lat Phrao,Website,Commercial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,32,Low,Outage,Field Operation
CP00322,2025-06-03,Khlong Toei,Call Center,Residential,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00323,2025-04-11,Khlong Toei,Line OA,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,140,High,Outage,Field Operation
CP00324,2025-04-21,Lat Phrao,Call Center,Mixed,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Meter,Meter Service
CP00325,2025-04-08,Din Daeng,Line OA,Government,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,4,High,Meter,Meter Service
CP00326,2025-05-07,Phaya Thai,Call Center,Industrial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,48,High,Safety,Emergency Safety
CP00327,2025-04-01,Bang Khen,Line OA,Mixed,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,45,Low,Billing,Billing Service
CP00328,2025-04-02,Phaya Thai,Website,Residential,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00329,2025-06-03,Phaya Thai,Field Office,Industrial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Voltage,Power Quality
CP00330,2025-04-11,Khlong Toei,Line OA,Government,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00331,2025-04-02,Lat Phrao,Website,Commercial,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,30,Medium,Meter,Meter Service
CP00332,2025-06-28,Khlong Toei,Website,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,7,Medium,Voltage,Power Quality
CP00333,2025-06-08,Khlong Toei,Website,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,101,High,Outage,Field Operation
CP00334,2025-04-03,Phaya Thai,Website,Government,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,Medium,Billing,Billing Service
CP00335,2025-05-26,Bang Kapi,Field Office,Residential,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,84,High,Outage,Field Operation
CP00336,2025-04-30,Phaya Thai,Call Center,Commercial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,3,Medium,Voltage,Power Quality
CP00337,2025-05-23,Thon Buri,Line OA,Industrial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00338,2025-05-13,Phaya Thai,Line OA,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,90,High,Outage,Field Operation
CP00339,2025-06-16,Bang Kapi,Field Office,Government,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,17,Medium,Billing,Billing Service
CP00340,2025-04-16,Lat Phrao,Website,Residential,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,Medium,Billing,Billing Service
CP00341,2025-04-08,Din Daeng,Mobile App,Commercial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,Low,Billing,Billing Service
CP00342,2025-05-23,Phaya Thai,Website,Residential,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,11,High,Safety,Emergency Safety
CP00343,2025-04-10,Khlong Toei,Mobile App,Residential,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Billing,Billing Service
CP00344,2025-04-19,Bang Kho Laem,Mobile App,Commercial,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,55,Medium,Billing,Billing Service
CP00345,2025-06-20,Din Daeng,Website,Industrial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,17,Medium,Voltage,Power Quality
CP00346,2025-06-19,Lat Phrao,Field Office,Industrial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,7,High,Safety,Emergency Safety
CP00347,2025-05-22,Thon Buri,Line OA,Commercial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,1,Low,Meter,Meter Service
CP00348,2025-06-05,Phaya Thai,Line OA,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Voltage,Power Quality
CP00349,2025-05-31,Bang Khen,Field Office,Mixed,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00350,2025-06-13,Din Daeng,Mobile App,Government,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,88,High,Outage,Field Operation
CP00351,2025-05-11,Lat Phrao,Line OA,Residential,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,15,High,Outage,Field Operation
CP00352,2025-06-20,Thon Buri,Field Office,Mixed,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,28,High,Safety,Emergency Safety
CP00353,2025-06-20,Bang Kapi,Field Office,Commercial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,118,Medium,Outage,Field Operation
CP00354,2025-05-17,Bang Kapi,Website,Government,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,27,Medium,Billing,Billing Service
CP00355,2025-04-05,Phaya Thai,Mobile App,Government,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,14,Medium,Meter,Meter Service
CP00356,2025-05-30,Bang Kapi,Line OA,Residential,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,66,Low,Outage,Field Operation
CP00357,2025-04-13,Thon Buri,Line OA,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00358,2025-06-12,Bang Kapi,Call Center,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,32,High,Voltage,Power Quality
CP00359,2025-05-10,Lat Phrao,Field Office,Residential,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,3,High,Voltage,Power Quality
CP00360,2025-04-09,Bang Khen,Mobile App,Government,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00361,2025-06-24,Phaya Thai,Field Office,Residential,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,22,High,Meter,Meter Service
CP00362,2025-06-21,Lat Phrao,Mobile App,Mixed,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,124,High,Outage,Field Operation
CP00363,2025-04-15,Phaya Thai,Website,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,131,High,Outage,Field Operation
CP00364,2025-05-15,Din Daeng,Website,Commercial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,34,High,Billing,Billing Service
CP00365,2025-04-30,Din Daeng,Website,Mixed,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,88,High,Outage,Field Operation
CP00366,2025-04-24,Bang Kapi,Website,Residential,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,67,High,Outage,Field Operation
CP00367,2025-05-03,Thon Buri,Line OA,Industrial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,141,Medium,Outage,Field Operation
CP00368,2025-04-21,Din Daeng,Line OA,Mixed,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,70,High,Safety,Emergency Safety
CP00369,2025-06-24,Phaya Thai,Field Office,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,14,High,Outage,Field Operation
CP00370,2025-04-20,Bang Kho Laem,Call Center,Commercial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,11,High,Voltage,Power Quality
CP00371,2025-06-22,Phaya Thai,Call Center,Commercial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,36,High,Safety,Emergency Safety
CP00372,2025-05-01,Bang Khen,Field Office,Industrial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,24,Medium,Meter,Meter Service
CP00373,2025-04-30,Bang Kho Laem,Line OA,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,High,Safety,Emergency Safety
CP00374,2025-05-04,Phaya Thai,Mobile App,Industrial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,37,Medium,Voltage,Power Quality
CP00375,2025-05-28,Phaya Thai,Field Office,Residential,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,7,Medium,Billing,Billing Service
CP00376,2025-06-20,Thon Buri,Website,Commercial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,17,Medium,Voltage,Power Quality
CP00377,2025-04-06,Phaya Thai,Website,Industrial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,21,Medium,Billing,Billing Service
CP00378,2025-06-23,Din Daeng,Website,Residential,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,6,High,Meter,Meter Service
CP00379,2025-05-20,Phaya Thai,Website,Government,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,12,High,Safety,Emergency Safety
CP00380,2025-06-10,Bang Khen,Call Center,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,37,Medium,Meter,Meter Service
CP00381,2025-05-07,Din Daeng,Call Center,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,63,Low,Outage,Field Operation
CP00382,2025-06-05,Lat Phrao,Line OA,Government,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,1,Medium,Billing,Billing Service
CP00383,2025-06-17,Thon Buri,Field Office,Mixed,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00384,2025-04-25,Khlong Toei,Website,Government,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Billing,Billing Service
CP00385,2025-05-15,Bang Khen,Call Center,Industrial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,13,High,Safety,Emergency Safety
CP00386,2025-06-20,Thon Buri,Field Office,Residential,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00387,2025-06-07,Bang Kapi,Website,Mixed,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,19,High,Safety,Emergency Safety
CP00388,2025-04-09,Din Daeng,Mobile App,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,Medium,Meter,Meter Service
CP00389,2025-04-01,Thon Buri,Call Center,Residential,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,51,High,Outage,Field Operation
CP00390,2025-04-01,Bang Kapi,Website,Residential,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,12,Medium,Billing,Billing Service
CP00391,2025-05-10,Bang Kho Laem,Mobile App,Mixed,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,24,Medium,Meter,Meter Service
CP00392,2025-04-27,Bang Khen,Mobile App,Residential,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00393,2025-05-20,Phaya Thai,Line OA,Industrial,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,4,High,Billing,Billing Service
CP00394,2025-04-26,Din Daeng,Mobile App,Industrial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00395,2025-05-08,Phaya Thai,Call Center,Industrial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,20,Medium,Voltage,Power Quality
CP00396,2025-05-21,Lat Phrao,Mobile App,Commercial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,184,High,Outage,Field Operation
CP00397,2025-04-29,Bang Kho Laem,Line OA,Residential,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00398,2025-04-11,Din Daeng,Call Center,Commercial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,13,Medium,Voltage,Power Quality
CP00399,2025-04-05,Bang Kapi,Line OA,Mixed,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,121,High,Outage,Field Operation
CP00400,2025-04-06,Bang Kapi,Mobile App,Industrial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Outage,Field Operation
CP00401,2025-06-25,Thon Buri,Website,Mixed,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,1,Medium,Meter,Meter Service
CP00402,2025-06-08,Din Daeng,Website,Commercial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,129,High,Outage,Field Operation
